,event,number_of_frames
1134,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__15,316
1135,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__9,294
1136,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927081431938__20120927081432313@DVR-1_Ch2__0,800
1137,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__19,537
1138,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__17,53
1139,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__7,333
1140,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__13,711
1141,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__28,693
1142,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__24,800
1143,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927042218859__20120927042219906@DVR-1_Ch2__9,800
1144,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__15,800
1145,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__0,800
1146,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__6,529
1147,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__8,800
1148,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__28,497
1149,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__18,93
1150,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__13,800
1151,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__2,464
1152,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__26,529
1153,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924010104016__20120924010104937@DVR-1_Ch2__0,780
1154,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__1,800
1155,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__19,800
1156,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__6,800
1157,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__17,800
1158,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__3,800
1159,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__4,694
1160,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__3,734
1161,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__4,254
1162,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__5,800
1163,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__15,800
1164,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__11,800
1165,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__2,800
1166,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__9,800
1167,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927150533375__20120927150533750@DVR-1_Ch2__0,800
1168,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__5,586
1169,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__0,800
1170,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__7,800
1171,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__13,102
1172,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__3,130
1173,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__9,155
1174,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__8,800
1175,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__6,94
1176,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__10,122
1177,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__6,200
1178,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__22,119
1179,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__6,133
1180,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__12,120
1181,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__21,106
1182,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__11,98
1183,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__32,126
1184,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__1,119
1185,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__10,117
1186,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__7,800
1187,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__24,127
1188,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__10,91
1189,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__16,84
1190,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__4,76
1191,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__2,96
1192,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__10,393
1193,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__2,124
1194,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__14,117
1195,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__36,99
1196,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__13,131
1197,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__2,130
1198,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__8,86
1199,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__23,747
1200,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__3,103
1201,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__1,124
1202,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__6,83
1203,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__11,800
1204,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__9,216
1205,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__24,334
1206,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__5,800
1207,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__15,145
1208,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__2,114
1209,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__30,410
1210,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__4,125
1211,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__9,165
1212,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__17,372
1213,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__20,425
1214,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__5,113
1215,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__5,110
1216,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__23,96
1217,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__8,101
1218,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__9,99
1219,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__19,124
1220,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__6,80
1221,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__17,167
1222,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__3,100
1223,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_and/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__3,121
1224,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__11,117
1225,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__24,152
1226,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__13,115
1227,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__17,116
1228,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__9,140
1229,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__1,84
1230,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__22,177
1231,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__5,99
1232,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__16,121
1233,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__7,800
1234,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__6,117
1235,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__5,128
1236,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__8,96
1237,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__33,139
1238,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__4,114
1239,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__6,139
1240,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927171205859__20120927171206656@DVR-1_Ch2__12,124
1241,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__5,114
1242,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__8,123
1243,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__26,144
1244,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__5,358
1245,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__3,110
1246,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__1,111
1247,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__11,800
1248,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__5,27
1249,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__4,146
1250,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__27,68
1251,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__10,94
1252,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__5,87
1253,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__8,165
1254,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__4,121
1255,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__19,135
1256,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__16,113
1257,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__7,104
1258,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__5,78
1259,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__10,175
1260,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__6,109
1261,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__6,139
1262,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__39,603
1263,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__7,182
1264,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__2,320
1265,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__10,105
1266,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__18,103
1267,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp_fj/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__5,172
